Category,Subcategory,Region,State,Date,Product Name,Product ID,Sales,Profit,Discount,Size,Available Quantity,Sold Quantity,Color
Accessories,Hats,North,Florida,2023-09-21,Accessories Hats,7227,399.13,90.36,76.77,S,568,1001,Pink
Accessories,Scarves,West,Texas,2023-06-21,Accessories Scarves,6622,330.34,98.43,20.82,S,688,998,Orange
Clothes,Underwear,South,Pennsylvania,2023-09-02,Clothes Underwear,4729,313.81,55.64,59.66,M,549,1006,Black
Clothes,Suits,West,Pennsylvania,2023-07-22,Clothes Suits,3399,54.53,9.07,6.75,M,527,1034,Green
Shoes,Soccer Shoes,East,North Carolina,2023-04-18,Shoes Soccer Shoes,5330,232.77,60.47,36.32,XL,506,886,Pink
Shoes,Golf Shoes,South,Pennsylvania,2022-11-04,Shoes Golf Shoes,3276,417.04,86.8,54.74,L,584,811,Purple
Shoes,Sandals,North,North Carolina,2023-05-21,Shoes Sandals,9153,452.41,70.43,24.84,XL,556,1061,Green
Clothes,Trousers,West,Georgia,2023-12-03,Clothes Trousers,6237,189.42,22.28,26.16,XL,627,919,Blue
Shoes,Golf Shoes,East,Ohio,2022-01-14,Shoes Golf Shoes,8746,317.57,46.89,33.61,XL,540,994,Green
Accessories,Bags,West,New York,2022-08-24,Accessories Bags,6641,382.39,55.51,38.75,L,612,854,Black
Clothes,Skirts,South,Georgia,2023-01-14,Clothes Skirts,9654,329.66,77.06,42.02,L,576,959,Black
Clothes,Sweaters,North,New York,2023-09-26,Clothes Sweaters,5676,96.53,12.47,11.76,XL,672,1076,Purple
Accessories,Keychains,North,Georgia,2023-04-03,Accessories Keychains,3953,229.49,46.84,45.58,M,586,861,Purple
Accessories,Watches,East,Georgia,2023-06-22,Accessories Watches,2526,215.39,39.58,19.37,S,564,1061,Red
Clothes,Hoodies,North,Florida,2023-04-17,Clothes Hoodies,4695,31.91,9.13,2.66,M,662,945,Purple
Shoes,Tennis Shoes,South,Georgia,2023-04-29,Shoes Tennis Shoes,6515,341.01,67.86,56.3,M,564,1087,Gray
Accessories,Necklaces,East,California,2022-10-20,Accessories Necklaces,3607,329.58,53.52,32.98,L,515,902,Pink
Accessories,Umbrellas,West,Georgia,2023-02-01,Accessories Umbrellas,2506,405.46,116.96,55.68,L,523,939,Red
Clothes,Skirts,North,New York,2023-09-29,Clothes Skirts,5311,213.12,41.16,30.39,L,649,953,Yellow
Accessories,Bags,West,Florida,2023-03-03,Accessories Bags,1779,11.87,3.11,1.33,L,556,922,Green
Shoes,Sandals,West,Michigan,2022-03-18,Shoes Sandals,5170,448.08,59.1,59.62,S,689,1093,Black
Clothes,Shirts,South,Illinois,2023-12-28,Clothes Shirts,4104,282.46,59.72,42.8,XL,573,810,Purple
Clothes,Coats,North,New York,2022-02-05,Clothes Coats,1886,299.79,89.47,42.66,L,516,854,Black
Accessories,Ties,South,California,2022-11-15,Accessories Ties,3926,90.87,26.77,8.32,L,581,1025,Green
Accessories,Ties,East,Texas,2022-05-29,Accessories Ties,9852,122.66,13.38,10.21,L,630,822,White
Accessories,Bags,North,California,2022-08-29,Accessories Bags,6775,461.57,132.47,59.56,M,605,915,Yellow
Shoes,Loafers,North,Ohio,2023-10-11,Shoes Loafers,5741,11.87,1.91,2.21,L,556,1014,Green
Clothes,Leggings,West,North Carolina,2022-11-08,Clothes Leggings,2378,417.49,101.86,22.17,L,619,1034,Orange
Accessories,Ties,North,California,2023-03-10,Accessories Ties,3475,428.19,102.87,31.01,S,532,1089,Yellow
Clothes,Underwear,South,Pennsylvania,2022-04-29,Clothes Underwear,2620,182.5,46.01,23.31,M,611,802,Black
Accessories,Hats,East,Florida,2022-04-30,Accessories Hats,7192,438.83,75.15,71.64,L,535,824,Blue
Shoes,Sneakers,East,Illinois,2023-12-23,Shoes Sneakers,6580,464.06,109.94,80.44,L,559,1056,Gray
Accessories,Gloves,West,Illinois,2023-12-28,Accessories Gloves,1077,52.9,8.05,3.16,XL,517,1052,Green
Accessories,Wallets,North,New York,2023-09-19,Accessories Wallets,5213,45.11,11.64,3.9,XL,570,926,Gray
Clothes,Underwear,West,Georgia,2023-08-22,Clothes Underwear,7147,299.36,58.04,15.97,S,524,807,Blue
Accessories,Gloves,West,Texas,2022-04-02,Accessories Gloves,6262,57.86,15.9,7.75,XL,616,954,Blue
Clothes,Sweaters,South,Ohio,2022-03-22,Clothes Sweaters,8693,328.01,61.7,19.53,M,671,821,Yellow
Accessories,Ties,East,Ohio,2022-08-02,Accessories Ties,4762,409.03,65.53,44.18,M,648,1067,Yellow
Clothes,Underwear,East,Texas,2022-03-05,Clothes Underwear,8063,225.07,32.67,11.99,XL,626,957,Gray
Accessories,Wallets,West,Texas,2023-02-28,Accessories Wallets,1327,330.43,61.66,23.96,L,502,1085,Orange
Clothes,Blouses,South,New York,2022-11-17,Clothes Blouses,8564,243.11,59.71,30.78,M,631,830,Red
Shoes,Flats,South,Texas,2022-01-16,Shoes Flats,7427,357.12,82.2,54.33,M,650,821,Pink
Shoes,Golf Shoes,South,Florida,2022-01-28,Shoes Golf Shoes,6222,120.68,15.61,19.01,XL,538,949,Pink
Shoes,Flats,East,Pennsylvania,2023-12-11,Shoes Flats,2334,335.5,88.05,36.98,L,557,807,Pink
Accessories,Jewelry,South,California,2023-03-18,Accessories Jewelry,2099,188.19,19.92,11.56,XL,589,908,Purple
Shoes,Boots,East,New York,2022-11-12,Shoes Boots,2527,331.94,59.73,23.7,S,686,912,Red
Clothes,Sweaters,South,New York,2023-06-02,Clothes Sweaters,3186,439.95,46.43,80.78,L,634,1016,Purple
Clothes,Pajamas,North,Pennsylvania,2023-04-04,Clothes Pajamas,5569,384.39,93.14,46.7,S,583,958,Purple
Shoes,Slippers,North,Florida,2023-01-12,Shoes Slippers,5926,466.09,88.83,66.79,M,526,1065,Yellow
Clothes,Suits,East,Georgia,2022-09-26,Clothes Suits,5154,148.22,29.07,18.31,S,689,845,Blue
Shoes,Skate Shoes,East,Texas,2023-11-24,Shoes Skate Shoes,7053,178.49,35.52,20.42,L,563,912,White
Accessories,Necklaces,West,North Carolina,2022-08-06,Accessories Necklaces,1311,319.04,61.56,32.52,S,649,988,Orange
Accessories,Sunglasses,North,North Carolina,2023-03-08,Accessories Sunglasses,8560,168.46,30.44,12.15,XL,500,842,Pink
Accessories,Wallets,South,California,2022-10-20,Accessories Wallets,5925,391.21,56.05,57.24,L,571,1043,Gray
Accessories,Headbands,South,Illinois,2023-11-18,Accessories Headbands,1800,208.83,62.35,25.12,M,638,883,Gray
Accessories,Belts,North,New York,2023-04-11,Accessories Belts,2828,58.91,8.96,7.06,S,518,1049,Gray
Shoes,Cycling Shoes,North,Illinois,2023-06-20,Shoes Cycling Shoes,8330,148.8,41.47,17.55,L,584,997,Orange
Clothes,Pajamas,North,New York,2023-01-28,Clothes Pajamas,8467,315.9,89.33,59.11,S,502,1095,Pink
Clothes,Shirts,South,New York,2023-06-08,Clothes Shirts,8252,229.8,46.98,22.56,L,635,907,Purple
Shoes,Loafers,West,Ohio,2022-09-01,Shoes Loafers,7390,138.81,22.16,22.08,S,615,1087,Gray
Accessories,Umbrellas,South,California,2023-09-24,Accessories Umbrellas,9880,474.11,69.79,86.98,L,537,830,Red
Shoes,Slippers,South,Florida,2022-04-09,Shoes Slippers,3456,271.96,52.87,41.88,XL,508,970,Yellow
Clothes,Leggings,South,Michigan,2023-01-18,Clothes Leggings,5593,207.74,39.22,24.57,M,517,955,Gray
Accessories,Keychains,South,Florida,2022-05-23,Accessories Keychains,1054,21.38,3.42,2.62,L,532,828,Black
Shoes,Basketball Shoes,East,Ohio,2023-02-20,Shoes Basketball Shoes,1378,36.67,4.42,6.9,XL,635,890,Pink
Shoes,Loafers,North,New York,2022-10-15,Shoes Loafers,9673,50.52,8.02,7.45,S,585,1010,Black
Clothes,Shorts,West,Illinois,2023-09-06,Clothes Shorts,1559,460.48,71.9,26.09,M,672,819,Red
Accessories,Gloves,South,California,2022-08-16,Accessories Gloves,7499,44.2,11.41,5.11,M,539,930,Orange
Accessories,Necklaces,North,New York,2023-12-04,Accessories Necklaces,5308,16.84,3.77,1.86,XL,525,861,Orange
Clothes,Jackets,South,Illinois,2022-01-16,Clothes Jackets,3106,441.13,121.48,28.12,XL,657,923,Red
Accessories,Keychains,East,Illinois,2023-01-18,Accessories Keychains,2022,252.82,71.18,29.46,L,568,1084,Black
Accessories,Umbrellas,West,Michigan,2023-10-17,Accessories Umbrellas,6240,210.98,38.84,15.12,L,562,829,Pink
Shoes,Cycling Shoes,West,Pennsylvania,2023-01-29,Shoes Cycling Shoes,4006,381.88,82.96,74.64,L,518,961,Gray
Shoes,Soccer Shoes,South,California,2022-10-26,Shoes Soccer Shoes,7272,69.61,20.26,5.77,L,638,894,Purple
Shoes,Skate Shoes,East,North Carolina,2022-10-03,Shoes Skate Shoes,5222,394.75,99.58,27.33,XL,626,1071,Purple
Accessories,Socks,East,North Carolina,2022-05-01,Accessories Socks,1569,336.4,47.24,50.0,S,524,977,Black
Shoes,Loafers,North,Texas,2023-04-21,Shoes Loafers,5355,343.62,70.13,27.39,L,594,879,Blue
Shoes,Skate Shoes,North,Illinois,2022-11-25,Shoes Skate Shoes,7009,233.55,64.88,14.26,L,653,881,Yellow
Shoes,Skate Shoes,West,North Carolina,2022-10-12,Shoes Skate Shoes,9455,220.92,54.57,30.84,XL,661,1090,Purple
Accessories,Gloves,North,New York,2023-03-29,Accessories Gloves,7539,103.86,15.2,7.92,S,659,1002,Blue
Shoes,Flats,North,Michigan,2022-07-24,Shoes Flats,5256,493.02,56.76,66.1,S,533,873,Purple
Clothes,Leggings,West,New York,2022-04-03,Clothes Leggings,4642,55.14,15.01,8.14,XL,598,946,Pink
Shoes,Tennis Shoes,West,Ohio,2022-10-20,Shoes Tennis Shoes,9167,480.02,128.6,58.5,S,525,995,Green
Clothes,Blouses,West,Georgia,2022-04-28,Clothes Blouses,1412,106.96,24.5,8.79,M,568,845,Blue
Clothes,Skirts,West,Florida,2022-05-09,Clothes Skirts,6324,66.18,8.89,8.63,L,626,914,Yellow
Accessories,Scarves,North,Florida,2023-03-15,Accessories Scarves,2718,356.73,82.69,70.9,M,623,1041,Purple
Clothes,Pajamas,West,Illinois,2023-08-09,Clothes Pajamas,9537,398.13,93.77,23.95,L,668,858,Black
Accessories,Hats,East,Georgia,2022-01-18,Accessories Hats,1756,360.27,80.43,64.72,M,693,924,Black
Clothes,Blouses,North,Georgia,2022-10-28,Clothes Blouses,9859,61.09,12.91,7.82,S,585,864,Orange
Accessories,Necklaces,North,North Carolina,2023-06-26,Accessories Necklaces,5778,371.76,80.53,61.25,L,604,825,Green
Accessories,Watches,West,Ohio,2023-02-13,Accessories Watches,6458,425.27,47.52,40.7,XL,677,1004,Orange
Shoes,Cycling Shoes,West,Illinois,2023-07-16,Shoes Cycling Shoes,9308,65.47,10.29,4.05,M,603,1093,Purple
Accessories,Hats,East,Illinois,2023-08-03,Accessories Hats,6360,411.82,52.19,80.08,M,635,958,Black
Shoes,Boots,East,California,2022-04-19,Shoes Boots,4783,101.63,28.59,15.88,L,622,1050,Green
Accessories,Keychains,East,Florida,2023-10-31,Accessories Keychains,5350,42.21,9.59,2.75,M,569,873,Red
Shoes,Basketball Shoes,South,California,2022-01-14,Shoes Basketball Shoes,2857,34.23,6.18,5.51,M,670,993,Gray
Shoes,Flats,North,New York,2022-12-20,Shoes Flats,9493,174.94,39.26,27.26,L,686,956,Green
Accessories,Sunglasses,North,Georgia,2023-10-29,Accessories Sunglasses,1621,49.73,11.85,5.79,L,656,1094,Blue
Shoes,Hiking Boots,West,North Carolina,2023-06-04,Shoes Hiking Boots,4823,437.21,124.19,66.41,XL,680,1086,White
Accessories,Umbrellas,North,California,2023-08-11,Accessories Umbrellas,8881,234.64,48.05,33.76,L,504,851,White
Clothes,Leggings,South,Georgia,2022-01-03,Clothes Leggings,8328,363.1,100.9,68.69,L,547,828,Yellow
Shoes,Heels,West,Illinois,2022-08-25,Shoes Heels,6000,362.53,36.73,40.53,XL,577,1079,Black
Shoes,Flats,West,Michigan,2022-05-03,Shoes Flats,2338,317.45,77.4,49.69,S,500,903,White
Accessories,Ties,East,California,2023-01-31,Accessories Ties,7786,36.38,6.67,6.15,XL,628,1082,Purple
Shoes,Heels,East,Ohio,2022-02-27,Shoes Heels,8467,135.57,32.55,13.44,M,656,1032,Red
Shoes,Hiking Boots,South,Ohio,2022-01-20,Shoes Hiking Boots,4731,102.36,23.39,20.34,S,614,979,Green
Accessories,Gloves,South,Ohio,2023-03-20,Accessories Gloves,1175,165.26,38.86,8.6,S,565,937,Blue
Clothes,Leggings,North,North Carolina,2023-05-07,Clothes Leggings,4389,495.25,115.83,84.15,XL,511,914,Black
Accessories,Sunglasses,South,Texas,2023-12-18,Accessories Sunglasses,2691,263.24,70.21,19.33,M,519,1048,Yellow
Clothes,Leggings,North,California,2022-02-16,Clothes Leggings,9185,184.48,36.29,36.01,M,541,1034,Yellow
Accessories,Jewelry,West,Illinois,2022-10-06,Accessories Jewelry,3627,188.29,29.4,22.25,L,649,1067,Green
Accessories,Headbands,West,Pennsylvania,2023-01-06,Accessories Headbands,9747,345.4,66.91,30.56,S,603,805,White
Accessories,Bags,East,Florida,2023-01-04,Accessories Bags,1891,290.14,46.27,38.24,M,576,802,Red
Shoes,Heels,South,California,2023-12-12,Shoes Heels,4457,260.28,72.08,35.65,L,622,901,Orange
Shoes,Tennis Shoes,West,Pennsylvania,2022-05-14,Shoes Tennis Shoes,3879,270.56,69.61,26.54,S,544,816,Purple
Accessories,Necklaces,West,Texas,2023-11-24,Accessories Necklaces,7475,164.66,47.18,25.37,L,564,961,Red
Clothes,Shirts,West,New York,2022-04-21,Clothes Shirts,4025,321.4,40.36,24.6,L,688,805,Yellow
Clothes,Jackets,West,North Carolina,2022-01-26,Clothes Jackets,6613,416.86,63.78,72.15,M,667,917,Purple
Shoes,Basketball Shoes,North,New York,2022-10-15,Shoes Basketball Shoes,7342,335.68,96.97,52.66,M,507,967,Blue
Accessories,Gloves,East,Michigan,2022-04-21,Accessories Gloves,8414,478.69,95.98,37.97,L,526,909,Black
Shoes,Flats,West,Michigan,2022-08-23,Shoes Flats,4542,176.58,21.21,14.61,L,522,897,Green
Accessories,Scarves,North,Michigan,2022-12-05,Accessories Scarves,8021,45.06,13.06,7.83,L,582,922,Gray
Shoes,Sandals,West,Georgia,2022-12-12,Shoes Sandals,5383,272.65,76.59,17.01,S,670,1010,White
Shoes,Basketball Shoes,West,New York,2022-12-26,Shoes Basketball Shoes,3313,240.35,71.88,16.19,XL,613,839,Black
Accessories,Scarves,West,Pennsylvania,2022-11-28,Accessories Scarves,9406,298.23,66.94,27.65,L,602,991,Gray
Shoes,Basketball Shoes,South,Illinois,2022-09-03,Shoes Basketball Shoes,1287,148.6,37.19,19.85,M,626,854,Red
Clothes,Underwear,South,Ohio,2023-03-14,Clothes Underwear,4037,246.82,45.53,34.65,XL,615,879,Gray
Shoes,Running Shoes,West,New York,2023-03-20,Shoes Running Shoes,5310,454.14,49.48,64.78,L,678,822,White
Shoes,Heels,West,Michigan,2022-10-03,Shoes Heels,5925,199.59,38.0,13.95,XL,581,990,Green
Shoes,Slippers,North,California,2022-07-01,Shoes Slippers,7457,358.36,51.14,65.92,S,554,998,Pink
Shoes,Heels,South,Michigan,2023-07-07,Shoes Heels,5129,416.29,92.99,52.0,L,690,851,White
Clothes,Shirts,East,Pennsylvania,2022-10-29,Clothes Shirts,2345,361.5,53.53,31.11,M,620,927,Gray
Accessories,Hats,West,Texas,2022-12-23,Accessories Hats,8347,493.67,90.05,59.38,M,504,1033,Pink
Clothes,Dresses,East,Georgia,2023-02-02,Clothes Dresses,6030,29.31,5.76,5.05,M,558,1082,Pink
Clothes,Underwear,East,Michigan,2022-06-29,Clothes Underwear,9468,469.93,118.96,57.65,L,510,1088,Red
Shoes,Sneakers,North,Ohio,2023-01-24,Shoes Sneakers,3594,375.51,73.77,47.84,L,553,1091,White
Accessories,Sunglasses,North,North Carolina,2023-06-18,Accessories Sunglasses,5143,176.89,31.55,22.63,L,582,854,White
Accessories,Watches,South,Illinois,2023-02-05,Accessories Watches,5400,143.91,18.02,18.27,M,507,1075,Blue
Accessories,Socks,West,Florida,2022-04-10,Accessories Socks,2052,441.49,70.26,49.66,XL,558,940,White
Shoes,Soccer Shoes,South,Texas,2023-05-15,Shoes Soccer Shoes,6528,67.24,13.05,13.18,XL,570,1004,Orange
Shoes,Sandals,North,Illinois,2022-11-14,Shoes Sandals,3868,378.89,100.54,67.98,S,505,849,Black
Accessories,Watches,East,California,2023-09-23,Accessories Watches,4843,203.21,52.15,23.42,S,520,840,Pink
Accessories,Hats,East,Ohio,2023-05-10,Accessories Hats,9560,26.07,3.09,4.57,XL,659,1070,Yellow
Shoes,Loafers,West,Michigan,2023-08-14,Shoes Loafers,7209,308.68,45.23,18.07,M,557,852,Gray
Shoes,Sneakers,South,Illinois,2023-03-01,Shoes Sneakers,9722,213.92,47.69,40.99,XL,537,980,Yellow
Accessories,Hats,West,Texas,2023-12-27,Accessories Hats,4249,152.71,26.49,17.05,M,553,881,Green
Clothes,Skirts,North,California,2023-05-11,Clothes Skirts,5990,406.02,98.2,20.8,L,548,977,Purple
Clothes,Pajamas,West,Ohio,2022-04-25,Clothes Pajamas,7359,354.05,73.74,33.82,XL,619,1005,White
Accessories,Keychains,West,California,2022-11-09,Accessories Keychains,2621,480.07,71.0,87.6,M,514,1007,Gray
Clothes,Trousers,North,Illinois,2023-04-30,Clothes Trousers,2916,411.13,85.91,47.89,XL,694,1075,Purple
Shoes,Basketball Shoes,North,North Carolina,2023-10-06,Shoes Basketball Shoes,9044,64.92,17.92,4.34,L,700,829,White
Clothes,Pajamas,North,Georgia,2023-04-18,Clothes Pajamas,5913,255.5,62.33,24.2,L,541,855,Gray
Accessories,Hats,North,Georgia,2022-12-07,Accessories Hats,2162,369.67,90.16,67.07,XL,596,873,Yellow
Shoes,Sneakers,North,Texas,2022-11-15,Shoes Sneakers,2218,339.4,95.47,52.65,L,600,874,Gray
Clothes,Sweaters,West,California,2022-12-01,Clothes Sweaters,3498,239.27,57.13,20.36,XL,631,930,Black
Shoes,Skate Shoes,North,Texas,2022-03-13,Shoes Skate Shoes,9927,159.92,16.46,18.84,S,595,814,Pink
Accessories,Keychains,West,Ohio,2022-11-09,Accessories Keychains,5651,359.15,93.74,21.65,XL,647,868,Purple
Shoes,Flats,East,New York,2023-09-14,Shoes Flats,2288,240.81,55.42,29.07,L,629,802,Pink
Accessories,Necklaces,North,California,2023-12-22,Accessories Necklaces,1223,105.96,15.2,5.57,L,574,1044,White
Shoes,Loafers,East,Michigan,2022-12-16,Shoes Loafers,3553,320.7,90.15,33.09,M,580,822,Orange
Accessories,Umbrellas,South,Michigan,2023-11-01,Accessories Umbrellas,7875,82.79,24.57,16.1,XL,652,887,Yellow
Clothes,Coats,East,Ohio,2023-10-14,Clothes Coats,3661,441.45,127.31,61.86,M,536,827,Pink
Clothes,Hoodies,East,Georgia,2022-04-12,Clothes Hoodies,7545,228.59,34.14,19.62,XL,540,926,Yellow
Clothes,Shirts,North,Illinois,2023-02-24,Clothes Shirts,7480,56.82,7.31,3.81,XL,654,889,Pink
Shoes,Sandals,North,Florida,2022-06-05,Shoes Sandals,8853,217.14,59.28,41.93,L,527,805,Pink
Accessories,Gloves,North,California,2022-01-29,Accessories Gloves,7094,284.13,47.37,42.44,XL,505,1043,Purple
Clothes,Jeans,East,Illinois,2023-11-04,Clothes Jeans,6923,127.59,29.16,6.85,L,631,952,Yellow
Accessories,Belts,West,California,2023-11-20,Accessories Belts,1192,292.31,73.43,55.74,M,659,1025,Orange
Shoes,Sandals,South,Pennsylvania,2022-04-28,Shoes Sandals,5503,481.37,139.96,56.51,M,672,947,Orange
Shoes,Cycling Shoes,West,Illinois,2022-08-07,Shoes Cycling Shoes,5938,338.13,99.7,41.96,L,589,1073,Red
Accessories,Necklaces,East,Georgia,2022-08-24,Accessories Necklaces,8593,258.11,36.83,50.14,S,686,832,Blue
Shoes,Basketball Shoes,South,Ohio,2023-11-30,Shoes Basketball Shoes,8931,112.09,28.67,18.15,XL,555,836,Yellow
Clothes,Trousers,East,Pennsylvania,2022-04-15,Clothes Trousers,6693,371.62,64.28,31.71,M,564,924,Red
Accessories,Headbands,West,Georgia,2022-02-12,Accessories Headbands,2673,477.98,91.86,42.86,S,504,998,White
Shoes,Running Shoes,West,Pennsylvania,2023-06-18,Shoes Running Shoes,7049,380.45,71.24,56.52,M,651,1057,Gray
Shoes,Running Shoes,South,Georgia,2023-07-17,Shoes Running Shoes,5560,96.35,17.13,8.4,L,692,981,Red
Clothes,Blouses,East,Georgia,2022-10-17,Clothes Blouses,9837,216.03,24.26,28.18,L,591,912,Green
Clothes,Leggings,East,Illinois,2023-03-28,Clothes Leggings,7853,410.27,54.61,60.79,M,696,1017,Green
Clothes,Pajamas,East,California,2022-10-26,Clothes Pajamas,1529,108.33,21.73,13.07,L,647,924,Yellow
Shoes,Flats,West,Florida,2023-08-22,Shoes Flats,4844,311.57,67.49,62.27,XL,642,950,Red
Accessories,Watches,West,Texas,2023-01-02,Accessories Watches,6004,162.04,28.64,26.42,S,646,952,Purple
Accessories,Keychains,West,Michigan,2023-05-11,Accessories Keychains,1831,465.44,135.09,49.45,M,630,1025,Gray
Accessories,Umbrellas,South,California,2023-08-03,Accessories Umbrellas,6172,398.6,115.06,33.33,S,526,962,Red
Shoes,Flats,West,North Carolina,2023-04-19,Shoes Flats,5195,349.88,92.21,22.19,S,663,845,Orange
Accessories,Watches,West,Pennsylvania,2023-10-14,Accessories Watches,5362,334.25,72.5,56.13,S,567,812,White
Accessories,Ties,South,California,2022-03-15,Accessories Ties,9887,141.38,31.46,17.0,L,595,965,Orange
Accessories,Sunglasses,East,New York,2023-07-31,Accessories Sunglasses,1966,439.25,69.92,54.08,S,588,829,Pink
Clothes,Skirts,West,Georgia,2022-10-16,Clothes Skirts,3781,426.38,50.49,41.01,S,684,991,Blue
Shoes,Golf Shoes,East,Pennsylvania,2022-05-16,Shoes Golf Shoes,8343,113.84,16.78,10.27,M,630,1013,Black
Accessories,Keychains,West,North Carolina,2023-12-24,Accessories Keychains,9455,57.36,10.12,6.6,M,660,999,Orange
Clothes,Coats,East,Illinois,2023-11-05,Clothes Coats,8140,489.11,92.22,71.43,S,646,937,Yellow
Accessories,Gloves,East,Pennsylvania,2023-05-08,Accessories Gloves,2333,345.61,69.86,64.87,S,619,1035,Black
Accessories,Hats,West,Illinois,2023-01-20,Accessories Hats,9422,118.35,17.73,20.3,S,632,1018,Purple
Shoes,Flats,West,Illinois,2022-12-06,Shoes Flats,2471,261.92,37.38,35.15,L,589,915,Pink
Accessories,Jewelry,East,Ohio,2023-09-06,Accessories Jewelry,2421,377.53,72.78,45.38,L,699,1006,Yellow
Clothes,Shirts,East,Texas,2022-08-15,Clothes Shirts,7811,89.68,17.78,6.62,S,609,861,Pink
Shoes,Soccer Shoes,South,Florida,2023-04-13,Shoes Soccer Shoes,9100,181.61,23.18,18.82,XL,525,992,Orange
Clothes,Leggings,West,Pennsylvania,2023-03-21,Clothes Leggings,8335,24.3,3.67,1.8,L,553,1059,White
Accessories,Headbands,South,Florida,2023-03-26,Accessories Headbands,5942,412.15,50.89,39.19,S,657,1015,White
Clothes,Coats,West,Pennsylvania,2022-01-14,Clothes Coats,8083,449.39,76.33,52.59,S,663,1043,Pink
Shoes,Loafers,North,Ohio,2023-07-11,Shoes Loafers,3928,55.95,15.86,5.94,XL,635,831,Black
Clothes,Sweaters,South,North Carolina,2023-02-21,Clothes Sweaters,2503,354.66,79.25,45.74,M,603,872,White
Shoes,Sneakers,East,Ohio,2023-12-19,Shoes Sneakers,2518,272.71,59.52,16.69,XL,567,945,Orange
Accessories,Wallets,West,Ohio,2023-07-07,Accessories Wallets,1588,382.3,91.48,55.95,M,548,896,White
Shoes,Sneakers,South,New York,2023-08-19,Shoes Sneakers,5257,381.51,62.85,63.0,M,559,858,Blue
Clothes,Jeans,East,Michigan,2023-05-30,Clothes Jeans,4061,415.79,93.54,73.19,M,552,1016,Red
Accessories,Sunglasses,East,Illinois,2022-11-07,Accessories Sunglasses,2843,345.03,82.11,61.39,M,605,1090,Yellow
Shoes,Tennis Shoes,West,New York,2023-06-17,Shoes Tennis Shoes,5657,156.72,38.61,9.99,M,670,895,Pink
Accessories,Gloves,South,California,2022-06-04,Accessories Gloves,9836,320.84,90.66,63.87,M,553,859,Yellow
Shoes,Tennis Shoes,North,Georgia,2023-07-06,Shoes Tennis Shoes,2080,46.58,7.35,3.31,S,625,817,White
Accessories,Ties,North,Michigan,2023-10-07,Accessories Ties,8828,372.48,81.03,73.89,M,661,884,Orange
Shoes,Heels,South,Pennsylvania,2022-08-12,Shoes Heels,3637,17.97,2.42,1.43,XL,678,1097,Purple
Clothes,Jackets,West,North Carolina,2023-01-07,Clothes Jackets,8798,29.66,3.03,3.11,S,623,815,White
Clothes,Leggings,South,Ohio,2023-02-03,Clothes Leggings,4902,227.86,55.46,28.39,M,694,996,Black
Shoes,Basketball Shoes,South,Texas,2022-05-21,Shoes Basketball Shoes,1571,145.98,28.8,15.48,XL,639,1065,Gray
Clothes,Hoodies,North,California,2022-11-27,Clothes Hoodies,5764,227.15,56.74,22.13,M,642,843,Gray
Clothes,Shirts,East,Ohio,2022-05-25,Clothes Shirts,8987,491.23,82.63,88.46,L,621,842,Gray
Shoes,Sandals,South,Pennsylvania,2022-01-23,Shoes Sandals,9003,333.1,89.65,39.66,S,578,879,Gray
Shoes,Cycling Shoes,West,California,2022-06-09,Shoes Cycling Shoes,7987,437.61,77.45,47.21,S,510,879,Yellow
Clothes,Suits,West,North Carolina,2022-12-30,Clothes Suits,2525,228.64,45.91,13.97,XL,545,825,Blue
Clothes,Suits,East,Michigan,2023-12-18,Clothes Suits,2226,477.34,125.01,66.88,M,624,873,Gray
Accessories,Keychains,South,New York,2022-11-09,Accessories Keychains,2053,490.09,113.51,63.81,S,540,1078,Pink
Clothes,Suits,West,Florida,2022-12-12,Clothes Suits,5028,363.07,68.58,62.16,S,510,1029,Black
Clothes,Underwear,West,Florida,2022-01-14,Clothes Underwear,3898,203.36,57.53,10.46,S,652,847,Green
Clothes,Coats,East,Texas,2022-12-30,Clothes Coats,9042,54.57,14.98,3.24,XL,615,1015,Red
Shoes,Boots,South,Ohio,2022-03-18,Shoes Boots,2182,390.4,74.66,37.84,L,607,1065,Purple
Shoes,Loafers,West,Pennsylvania,2022-08-09,Shoes Loafers,5864,29.26,3.07,4.44,L,589,1096,Yellow
Accessories,Keychains,North,New York,2023-10-26,Accessories Keychains,9583,364.77,94.02,34.83,L,588,844,Red
Shoes,Sneakers,East,Texas,2022-10-08,Shoes Sneakers,2175,280.76,34.35,34.91,M,616,1032,Orange
Accessories,Ties,East,North Carolina,2023-11-18,Accessories Ties,1569,362.7,60.59,18.41,S,526,831,Purple
Accessories,Sunglasses,South,California,2023-10-15,Accessories Sunglasses,6809,431.3,105.73,42.62,XL,640,907,Yellow
Shoes,Hiking Boots,South,Texas,2022-12-05,Shoes Hiking Boots,8062,135.15,29.96,22.0,M,563,923,Purple
Accessories,Wallets,North,North Carolina,2023-10-21,Accessories Wallets,3639,482.89,138.72,32.8,M,608,938,Black
Clothes,Underwear,East,Pennsylvania,2022-08-05,Clothes Underwear,5268,114.75,21.11,7.41,L,549,941,Yellow
Clothes,Blouses,South,California,2023-12-26,Clothes Blouses,7960,74.22,15.94,7.74,L,633,884,Purple
Clothes,Pajamas,North,California,2022-09-04,Clothes Pajamas,3836,339.79,91.65,63.03,S,571,1033,Orange
